"gene_name"	"description"	"transcript_name"	"refseq_protein"
"KIF21B"	"kinesin-like protein KIF21B isoform 3"	"NM_001252102"	"NP_001239031"
"PPRC1"	"peroxisome proliferator-activated receptor gamma coactivator-related protein 1 isoform 3"	"NM_001288728"	"NP_001275657"
"STIM2"	"stromal interaction molecule 2 isoform 3 precursor"	"NM_001169117"	"NP_001162588"
"USP8"	"ubiquitin carboxyl-terminal hydrolase 8 isoform a"	"NM_005154"	"NP_005145"
"KCTD2"	"BTB/POZ domain-containing protein KCTD2"	"NM_015353"	"NP_056168"
"HS2ST1"	"heparan sulfate 2-O-sulfotransferase 1 isoform 1"	"NM_012262"	"NP_036394"
"MTMR3"	"myotubularin-related protein 3 isoform a"	"NM_153050"	"NP_694690"
"IFT80"	"intraflagellar transport protein 80 homolog isoform b"	"NM_001190241"	"NP_001177170"
"KIAA1522"	"uncharacterized protein KIAA1522 isoform 3"	"NM_001198973"	"NP_001185902"
"DAAM2"	"disheveled-associated activator of morphogenesis 2 isoform 1"	"NM_001201427"	"NP_001188356"
"ARAP1"	"arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 1 isoform a"	"NM_015242"	"NP_056057"
"BHLHB9"	"protein BHLHb9"	"NM_001142529"	"NP_001136001"
"ASAP2"	"arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 2 isoform a"	"NM_003887"	"NP_003878"
"TRO"	"trophinin isoform 6"	"NM_001271183"	"NP_001258112"
"DNM3"	"dynamin-3 isoform b"	"NM_001136127"	"NP_001129599"
"GIT2"	"ARF GTPase-activating protein GIT2 isoform 6"	"NM_001135213"	"NP_001128685"
"PLXNB1"	"plexin-B1 precursor"	"NM_002673"	"NP_002664"
"KIF14"	"kinesin-like protein KIF14 isoform 1"	"NM_014875"	"NP_055690"
"CLINT1"	"clathrin interactor 1 isoform 1"	"NM_001195555"	"NP_001182484"
"ARHGAP11A"	"rho GTPase-activating protein 11A isoform 3"	"NM_001286480"	"NP_001273409"
"MGEA5"	"protein O-GlcNAcase isoform b"	"NM_001142434"	"NP_001135906"
"ZBTB4"	"zinc finger and BTB domain-containing protein 4"	"NM_020899"	"NP_065950"
"STK38L"	"serine/threonine-protein kinase 38-like"	"NM_015000"	"NP_055815"
"EXOC7"	"exocyst complex component 7 isoform 4"	"NM_001145297"	"NP_001138769"
"SPPL2B"	"signal peptide peptidase-like 2B isoform 3 precursor"	"NM_001077238"	"NP_001070706"
"ZNF264"	"zinc finger protein 264"	"NM_003417"	"NP_003408"
"TMCC2"	"transmembrane and coiled-coil domains protein 2 isoform 4"	"NM_001297613"	"NP_001284542"
"RNF157"	"RING finger protein 157 isoform 1"	"NM_052916"	"NP_443148"
"BHLHB9"	"protein BHLHb9"	"NM_030639"	"NP_085142"
"TNPO2"	"transportin-2 isoform 2"	"NM_001136195"	"NP_001129667"
"MBD5"	"methyl-CpG-binding domain protein 5"	"NM_018328"	"NP_060798"
"ZYG11B"	"protein zyg-11 homolog B"	"NM_024646"	"NP_078922"
"IFT80"	"intraflagellar transport protein 80 homolog isoform a"	"NM_020800"	"NP_065851"
"KIF17"	"kinesin-like protein KIF17 isoform c"	"NM_001287212"	"NP_001274141"
"MGEA5"	"protein O-GlcNAcase isoform a"	"NM_012215"	"NP_036347"
"USP8"	"ubiquitin carboxyl-terminal hydrolase 8 isoform b"	"NM_001283049"	"NP_001269978"
"WDR47"	"WD repeat-containing protein 47 isoform 3"	"NM_001142551"	"NP_001136023"
"TNRC6C"	"trinucleotide repeat-containing gene 6C protein isoform 2"	"NM_018996"	"NP_061869"
"LPIN1"	"phosphatidate phosphatase LPIN1 isoform 2"	"NM_001261427"	"NP_001248356"
"LMO7"	"LIM domain only protein 7 isoform 2"	"NM_015842"	"NP_056667"
"EXOC7"	"exocyst complex component 7 isoform 2"	"NM_015219"	"NP_056034"
"RAP1GAP"	"rap1 GTPase-activating protein 1 isoform b"	"NM_001145657"	"NP_001139129"
"ULK1"	"serine/threonine-protein kinase ULK1"	"NM_003565"	"NP_003556"
"ACAP2"	"arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 2"	"NM_012287"	"NP_036419"
"RBM34"	"RNA-binding protein 34 isoform 2"	"NM_001161533"	"NP_001155005"
"SULF2"	"extracellular sulfatase Sulf-2 isoform a precursor"	"NM_018837"	"NP_061325"
"TBRG4"	"protein TBRG4 isoform 2"	"NM_030900"	"NP_112162"
"MED23"	"mediator of RNA polymerase II transcription subunit 23 isoform d"	"NM_001270522"	"NP_001257451"
"ICK"	"serine/threonine-protein kinase ICK"	"NM_016513"	"NP_057597"
"SMARCAD1"	"SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1 isoform a"	"NM_001128430"	"NP_001121902"
"ZBTB24"	"zinc finger and BTB domain-containing protein 24 isoform 1"	"NM_014797"	"NP_055612"
"TTC7A"	"tetratricopeptide repeat protein 7A isoform 4"	"NM_001288955"	"NP_001275884"
"STAU2"	"double-stranded RNA-binding protein Staufen homolog 2 isoform e"	"NM_014393"	"NP_055208"
"TTC7A"	"tetratricopeptide repeat protein 7A isoform 3"	"NM_001288953"	"NP_001275882"
"SYNPO"	"synaptopodin isoform A"	"NM_007286"	"NP_009217"
"PDE4DIP"	"myomegalin isoform 5"	"NM_001002811"	"NP_001002811"
"PACS2"	"phosphofurin acidic cluster sorting protein 2 isoform 1"	"NM_001100913"	"NP_001094383"
"RRS1"	"ribosome biogenesis regulatory protein homolog"	"NM_015169"	"NP_055984"
"L3MBTL3"	"lethal(3)malignant brain tumor-like protein 3 isoform a"	"NM_032438"	"NP_115814"
"TMCC2"	"transmembrane and coiled-coil domains protein 2 isoform 1"	"NM_014858"	"NP_055673"
"OSBP2"	"oxysterol-binding protein 2 isoform g"	"NM_001282742"	"NP_001269671"
"PDS5B"	"sister chromatid cohesion protein PDS5 homolog B"	"NM_015032"	"NP_055847"
"IFT80"	"intraflagellar transport protein 80 homolog isoform b"	"NM_001190242"	"NP_001177171"
"KIAA1024"	"UPF0258 protein KIAA1024"	"NM_015206"	"NP_056021"
"IKBKE"	"inhibitor of nuclear factor kappa-B kinase subunit epsilon isoform 1"	"NM_014002"	"NP_054721"
"MINOS1"	"MICOS complex subunit MIC10 isoform b"	"NM_001204082"	"NP_001191011"
"NRCAM"	"neuronal cell adhesion molecule isoform F precursor"	"NM_001193584"	"NP_001180513"
"PHF6"	"PHD finger protein 6 isoform 1"	"NM_032458"	"NP_115834"
"PTCD1"	"pentatricopeptide repeat-containing protein 1, mitochondrial"	"NM_015545"	"NP_056360"
"KIAA1522"	"uncharacterized protein KIAA1522 isoform 2"	"NM_001198972"	"NP_001185901"
"MGAT5B"	"alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase B isoform 3"	"NM_001199172"	"NP_001186101"
"NUMA1"	"nuclear mitotic apparatus protein 1 isoform 2"	"NM_001286561"	"NP_001273490"
"MATR3"	"matrin-3 isoform a"	"NM_199189"	"NP_954659"
"DOCK6"	"dedicator of cytokinesis protein 6"	"NM_020812"	"NP_065863"
"NLGN4Y"	"neuroligin-4, Y-linked isoform 3"	"NM_001206850"	"NP_001193779"
"PICALM"	"phosphatidylinositol-binding clathrin assembly protein isoform 3"	"NM_001206946"	"NP_001193875"
"SOCS5"	"suppressor of cytokine signaling 5"	"NM_144949"	"NP_659198"
"CLASP2"	"CLIP-associating protein 2 isoform 2"	"NM_001207044"	"NP_001193973"
"MED15"	"mediator of RNA polymerase II transcription subunit 15 isoform a"	"NM_001003891"	"NP_001003891"
"TRIP12"	"E3 ubiquitin-protein ligase TRIP12 isoform c"	"NM_004238"	"NP_004229"
"NCAN"	"neurocan core protein precursor"	"NM_004386"	"NP_004377"
"FLYWCH1"	"FLYWCH-type zinc finger-containing protein 1 isoform c"	"NM_001308068"	"NP_001294997"
"TNC"	"tenascin precursor"	"NM_002160"	"NP_002151"
"RCC2"	"protein RCC2"	"NM_018715"	"NP_061185"
"MVB12B"	"multivesicular body subunit 12B isoform 1"	"NM_033446"	"NP_258257"
"PSD"	"PH and SEC7 domain-containing protein 1 isoform 1"	"NM_002779"	"NP_002770"
"ZNF483"	"zinc finger protein 483 isoform a"	"NM_133464"	"NP_597721"
"NOP9"	"nucleolar protein 9 isoform 1"	"NM_174913"	"NP_777573"
"KIF21B"	"kinesin-like protein KIF21B isoform 2"	"NM_017596"	"NP_060066"
"PASK"	"PAS domain-containing serine/threonine-protein kinase isoform 1"	"NM_001252119"	"NP_001239048"
"NLGN4X"	"neuroligin-4, X-linked"	"NM_020742"	"NP_065793"
"STAU2"	"double-stranded RNA-binding protein Staufen homolog 2 isoform f"	"NM_001164385"	"NP_001157857"
"SCFD1"	"sec1 family domain-containing protein 1 isoform a"	"NM_016106"	"NP_057190"
"TMEM200A"	"transmembrane protein 200A"	"NM_001258277"	"NP_001245206"
"SFI1"	"protein SFI1 homolog isoform b"	"NM_014775"	"NP_055590"
"LIMCH1"	"LIM and calponin homology domains-containing protein 1 isoform c"	"NM_001112718"	"NP_001106189"
"LPIN1"	"phosphatidate phosphatase LPIN1 isoform 3"	"NM_001261428"	"NP_001248357"
"LIMCH1"	"LIM and calponin homology domains-containing protein 1 isoform a"	"NM_014988"	"NP_055803"
"MED23"	"mediator of RNA polymerase II transcription subunit 23 isoform a"	"NM_004830"	"NP_004821"
"GIT2"	"ARF GTPase-activating protein GIT2 isoform 1"	"NM_057169"	"NP_476510"
"HERC3"	"probable E3 ubiquitin-protein ligase HERC3 isoform 1"	"NM_014606"	"NP_055421"
"DCLRE1A"	"DNA cross-link repair 1A protein"	"NM_014881"	"NP_055696"
"GDA"	"guanine deaminase isoform b"	"NM_004293"	"NP_004284"
"MAP7D1"	"MAP7 domain-containing protein 1 isoform 2"	"NM_001286365"	"NP_001273294"
"ZNF142"	"zinc finger protein 142"	"NM_001105537"	"NP_001099007"
"GDA"	"guanine deaminase isoform c"	"NM_001242507"	"NP_001229436"
"SMARCAD1"	"SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1 isoform a"	"NM_001128429"	"NP_001121901"
"CKAP5"	"cytoskeleton-associated protein 5 isoform b"	"NM_014756"	"NP_055571"
"MICAL2"	"protein-methionine sulfoxide oxidase MICAL2 isoform a"	"NM_001282663"	"NP_001269592"
"NRXN2"	"neurexin-2-beta isoform alpha-2 precursor"	"NM_138732"	"NP_620060"
"PICALM"	"phosphatidylinositol-binding clathrin assembly protein isoform 2"	"NM_001008660"	"NP_001008660"
"MSL2"	"E3 ubiquitin-protein ligase MSL2 isoform 2"	"NM_001145417"	"NP_001138889"
"R3HDM1"	"R3H domain-containing protein 1 isoform a"	"NM_001282798"	"NP_001269727"
"FZR1"	"fizzy-related protein homolog isoform 3"	"NM_001136197"	"NP_001129669"
"RRP12"	"RRP12-like protein isoform 3"	"NM_001284337"	"NP_001271266"
"NUMA1"	"nuclear mitotic apparatus protein 1 isoform 1"	"NM_006185"	"NP_006176"
"ACSL6"	"long-chain-fatty-acid--CoA ligase 6 isoform c"	"NM_001205247"	"NP_001192176"
"PDE4DIP"	"myomegalin isoform 8"	"NM_001198832"	"NP_001185761"
"ZNF761"	"zinc finger protein 761 isoform a"	"NM_001289952"	"NP_001276881"
"CEP170B"	"centrosomal protein of 170 kDa protein B isoform 1"	"NM_001112726"	"NP_001106197"
"STAU2"	"double-stranded RNA-binding protein Staufen homolog 2 isoform e"	"NM_001164384"	"NP_001157856"
"ISY1-RAB43"	"ISY1-RAB43 protein"	"NM_001204890"	"NP_001191819"
"JAKMIP2"	"janus kinase and microtubule-interacting protein 2 isoform 2"	"NM_001270934"	"NP_001257863"
"RBM12"	"RNA-binding protein 12"	"NM_001198840"	"NP_001185769"
"IKBKE"	"inhibitor of nuclear factor kappa-B kinase subunit epsilon isoform 3"	"NM_001193321"	"NP_001180250"
"IP6K1"	"inositol hexakisphosphate kinase 1 isoform 1"	"NM_001242829"	"NP_001229758"
"CPEB3"	"cytoplasmic polyadenylation element-binding protein 3 isoform 1"	"NM_014912"	"NP_055727"
"BHLHB9"	"protein BHLHb9"	"NM_001142527"	"NP_001135999"
"RBM10"	"RNA-binding protein 10 isoform 4"	"NM_001204467"	"NP_001191396"
"OSBP2"	"oxysterol-binding protein 2 isoform d"	"NM_001282739"	"NP_001269668"
"DOCK9"	"dedicator of cytokinesis protein 9 isoform d"	"NM_001130050"	"NP_001123522"
"ACSL6"	"long-chain-fatty-acid--CoA ligase 6 isoform b"	"NM_001009185"	"NP_001009185"
"DNM3"	"dynamin-3 isoform a"	"NM_015569"	"NP_056384"
"PHF8"	"histone lysine demethylase PHF8 isoform 1"	"NM_001184896"	"NP_001171825"
"POM121"	"nuclear envelope pore membrane protein POM 121 isoform 1"	"NM_001257190"	"NP_001244119"
"DAAM2"	"disheveled-associated activator of morphogenesis 2 isoform 2"	"NM_015345"	"NP_056160"
"KRBA1"	"protein KRBA1 isoform 1"	"NM_032534"	"NP_115923"
"TMEM41B"	"transmembrane protein 41B isoform 1"	"NM_015012"	"NP_055827"
"CELF1"	"CUGBP Elav-like family member 1 isoform 4"	"NM_001172639"	"NP_001166110"
"DISC1"	"disrupted in schizophrenia 1 protein isoform L"	"NM_018662"	"NP_061132"
"GRAMD1B"	"GRAM domain-containing protein 1B isoform 3"	"NM_001286564"	"NP_001273493"
"SMARCAD1"	"SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1 isoform c"	"NM_001254949"	"NP_001241878"
"KIAA0513"	"uncharacterized protein KIAA0513 isoform a"	"NM_001286565"	"NP_001273494"
"LRRTM2"	"leucine-rich repeat transmembrane neuronal protein 2 precursor"	"NM_015564"	"NP_056379"
"GAPVD1"	"GTPase-activating protein and VPS9 domain-containing protein 1 isoform 1"	"NM_001282679"	"NP_001269608"
"HEPH"	"hephaestin isoform b"	"NM_014799"	"NP_055614"
"ARHGAP11A"	"rho GTPase-activating protein 11A isoform 2"	"NM_199357"	"NP_955389"
"IP6K1"	"inositol hexakisphosphate kinase 1 isoform 2"	"NM_001006115"	"NP_001006115"
"PAN2"	"PAB-dependent poly(A)-specific ribonuclease subunit PAN2 isoform 2"	"NM_001166279"	"NP_001159751"
"LMO7"	"LIM domain only protein 7 isoform 1"	"NM_005358"	"NP_005349"
"TLN1"	"talin-1"	"NM_006289"	"NP_006280"
"GIT2"	"ARF GTPase-activating protein GIT2 isoform 2"	"NM_057170"	"NP_476511"
"MSL2"	"E3 ubiquitin-protein ligase MSL2 isoform 1"	"NM_018133"	"NP_060603"
"ALX4"	"homeobox protein aristaless-like 4"	"NM_021926"	"NP_068745"
"C10orf105"	"uncharacterized protein C10orf105"	"NM_001168390"	"NP_001161862"
"SPOCK2"	"testican-2 isoform 2 precursor"	"NM_014767"	"NP_055582"
"GIT2"	"ARF GTPase-activating protein GIT2 isoform 3"	"NM_014776"	"NP_055591"
"ACSL6"	"long-chain-fatty-acid--CoA ligase 6 isoform e"	"NM_001205250"	"NP_001192179"
"SNX17"	"sorting nexin-17 isoform 1"	"NM_014748"	"NP_055563"
"PPIP5K1"	"inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 1 isoform 6"	"NM_001190214"	"NP_001177143"
"SFMBT2"	"scm-like with four MBT domains protein 2"	"NM_001029880"	"NP_001025051"
"OGDHL"	"2-oxoglutarate dehydrogenase-like, mitochondrial isoform a"	"NM_018245"	"NP_060715"
"SFMBT2"	"scm-like with four MBT domains protein 2"	"NM_001018039"	"NP_001018049"
"R3HDM1"	"R3H domain-containing protein 1 isoform c"	"NM_001282799"	"NP_001269728"
"LAPTM5"	"lysosomal-associated transmembrane protein 5"	"NM_006762"	"NP_006753"
"CHPF2"	"chondroitin sulfate glucuronyltransferase isoform 1 precursor"	"NM_019015"	"NP_061888"
"GPR83"	"probable G-protein coupled receptor 83 isoform 1 precursor"	"NM_016540"	"NP_057624"
"LRRC14"	"leucine-rich repeat-containing protein 14"	"NM_014665"	"NP_055480"
"RIMS2"	"regulating synaptic membrane exocytosis protein 2 isoform c"	"NM_001282881"	"NP_001269810"
"ZNF492"	"zinc finger protein 492"	"NM_020855"	"NP_065906"
"ASTN2"	"astrotactin-2 isoform a precursor"	"NM_014010"	"NP_054729"
"SPIDR"	"DNA repair-scaffolding protein isoform 1"	"NM_001080394"	"NP_001073863"
"CHSY1"	"chondroitin sulfate synthase 1 precursor"	"NM_014918"	"NP_055733"
"LCOR"	"ligand-dependent corepressor isoform 1"	"NM_032440"	"NP_115816"
"FRMD4B"	"FERM domain-containing protein 4B"	"NM_015123"	"NP_055938"
"KHNYN"	"protein KHNYN isoform 2"	"NM_001290256"	"NP_001277185"
"ATG13"	"autophagy-related protein 13 isoform 1"	"NM_001205120"	"NP_001192049"
"PCDHA9"	"protocadherin alpha-9 isoform 2 precursor"	"NM_014005"	"NP_054724"
"CYFIP2"	"cytoplasmic FMR1-interacting protein 2 isoform c"	"NM_001291722"	"NP_001278651"
"SORBS1"	"sorbin and SH3 domain-containing protein 1 isoform 7"	"NM_001034957"	"NP_001030129"
"SORBS1"	"sorbin and SH3 domain-containing protein 1 isoform 1"	"NM_006434"	"NP_006425"
"CARNS1"	"carnosine synthase 1 isoform 2"	"NM_020811"	"NP_065862"
"MLC1"	"membrane protein MLC1"	"NM_139202"	"NP_631941"
"BMF"	"bcl-2-modifying factor isoform bmf-2"	"NM_001003942"	"NP_001003942"
"TRIM2"	"tripartite motif-containing protein 2 isoform 2"	"NM_001130067"	"NP_001123539"
"TRIP12"	"E3 ubiquitin-protein ligase TRIP12 isoform a"	"NM_001284214"	"NP_001271143"
"SUB1"	"activated RNA polymerase II transcriptional coactivator p15"	"NM_006713"	"NP_006704"
"JPH4"	"junctophilin-4"	"NM_032452"	"NP_115828"
"ARHGAP30"	"rho GTPase-activating protein 30 isoform 3"	"NM_001287600"	"NP_001274529"
"NFASC"	"neurofascin isoform 4 precursor"	"NM_015090"	"NP_055905"
"WDR37"	"WD repeat-containing protein 37"	"NM_014023"	"NP_054742"
"PDE4DIP"	"myomegalin isoform 1"	"NM_014644"	"NP_055459"
"MAGI2"	"membrane-associated guanylate kinase, WW and PDZ domain-containing protein 2 isoform 2"	"NM_001301128"	"NP_001288057"
"ZBTB24"	"zinc finger and BTB domain-containing protein 24 isoform 2"	"NM_001164313"	"NP_001157785"
"MAP7D1"	"MAP7 domain-containing protein 1 isoform 1"	"NM_018067"	"NP_060537"
"ZNF518A"	"zinc finger protein 518A isoform a"	"NM_001278524"	"NP_001265453"
"MYH10"	"myosin-10 isoform 3"	"NM_001256095"	"NP_001243024"
"ITPRIP"	"inositol 1,4,5-trisphosphate receptor-interacting protein precursor"	"NM_033397"	"NP_203755"
"MAGI2"	"membrane-associated guanylate kinase, WW and PDZ domain-containing protein 2 isoform 1"	"NM_012301"	"NP_036433"
"ARSG"	"arylsulfatase G"	"NM_001267727"	"NP_001254656"
"ATG13"	"autophagy-related protein 13 isoform 4"	"NM_001205122"	"NP_001192051"
"CARNS1"	"carnosine synthase 1 isoform 1"	"NM_001166222"	"NP_001159694"
"MATR3"	"matrin-3 isoform a"	"NM_001194954"	"NP_001181883"
"TMEM2"	"transmembrane protein 2 isoform b"	"NM_001135820"	"NP_001129292"
"N4BP1"	"NEDD4-binding protein 1"	"NM_153029"	"NP_694574"
"TMEM2"	"transmembrane protein 2 isoform a"	"NM_013390"	"NP_037522"
"ARHGAP30"	"rho GTPase-activating protein 30 isoform 2"	"NM_181720"	"NP_859071"
"CEP170B"	"centrosomal protein of 170 kDa protein B isoform 2"	"NM_015005"	"NP_055820"
"EXOC7"	"exocyst complex component 7 isoform 6"	"NM_001145299"	"NP_001138771"
"ZNF761"	"zinc finger protein 761 isoform a"	"NM_001008401"	"NP_001008401"
"TNRC6C"	"trinucleotide repeat-containing gene 6C protein isoform 1"	"NM_001142640"	"NP_001136112"
"DIDO1"	"death-inducer obliterator 1 isoform c"	"NM_033081"	"NP_149072"
"IL17A"	"interleukin-17A precursor"	"NM_002190"	"NP_002181"
"ZNF623"	"zinc finger protein 623 isoform 2"	"NM_001261843"	"NP_001248772"
"TMCC2"	"transmembrane and coiled-coil domains protein 2 isoform 2"	"NM_001242925"	"NP_001229854"
"ARSG"	"arylsulfatase G"	"NM_014960"	"NP_055775"
"KIF1B"	"kinesin-like protein KIF1B isoform b"	"NM_015074"	"NP_055889"
"SMARCAD1"	"SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1 isoform b"	"NM_020159"	"NP_064544"
"NEURL4"	"neuralized-like protein 4 isoform 2"	"NM_001005408"	"NP_001005408"
"SNRK"	"SNF-related serine/threonine-protein kinase isoform 1"	"NM_001100594"	"NP_001094064"
"OSBP2"	"oxysterol-binding protein 2 isoform f"	"NM_001282741"	"NP_001269670"
"KIAA1522"	"uncharacterized protein KIAA1522 isoform 1"	"NM_020888"	"NP_065939"
"AGAP2"	"arf-GAP with GTPase, ANK repeat and PH domain-containing protein 2 isoform PIKE-L"	"NM_001122772"	"NP_001116244"
"TRIP12"	"E3 ubiquitin-protein ligase TRIP12 isoform d"	"NM_001284216"	"NP_001271145"
"DIXDC1"	"dixin isoform a"	"NM_001037954"	"NP_001033043"
"RALGPS1"	"ras-specific guanine nucleotide-releasing factor RalGPS1 isoform 4"	"NM_001190730"	"NP_001177659"
"PICALM"	"phosphatidylinositol-binding clathrin assembly protein isoform 1"	"NM_007166"	"NP_009097"
"RCC2"	"protein RCC2"	"NM_001136204"	"NP_001129676"
"PLXNB1"	"plexin-B1 precursor"	"NM_001130082"	"NP_001123554"
"EXOC7"	"exocyst complex component 7 isoform 3"	"NM_001282313"	"NP_001269242"
"C14orf159"	"UPF0317 protein C14orf159, mitochondrial isoform b precursor"	"NM_001102368"	"NP_001095838"
"ZNF518A"	"zinc finger protein 518A isoform a"	"NM_001278525"	"NP_001265454"
"TULP4"	"tubby-related protein 4 isoform 2"	"NM_001007466"	"NP_001007467"
"FZR1"	"fizzy-related protein homolog isoform 1"	"NM_001136198"	"NP_001129670"
"PALM2-AKAP2"	"PALM2-AKAP2 protein isoform 2"	"NM_147150"	"NP_671492"
"PCDHA9"	"protocadherin alpha-9 isoform 1 precursor"	"NM_031857"	"NP_114063"
"FBXW11"	"F-box/WD repeat-containing protein 11 isoform B"	"NM_033644"	"NP_387448"
"IKBKE"	"inhibitor of nuclear factor kappa-B kinase subunit epsilon isoform 2"	"NM_001193322"	"NP_001180251"
"FBXW11"	"F-box/WD repeat-containing protein 11 isoform A"	"NM_033645"	"NP_387449"
"SGSM2"	"small G protein signaling modulator 2 isoform 1"	"NM_014853"	"NP_055668"
"PHACTR2"	"phosphatase and actin regulator 2 isoform 2"	"NM_001100165"	"NP_001093635"
"UBXN4"	"UBX domain-containing protein 4"	"NM_014607"	"NP_055422"
"ZNF623"	"zinc finger protein 623 isoform 2"	"NM_001082480"	"NP_001075949"
"ULK2"	"serine/threonine-protein kinase ULK2"	"NM_001142610"	"NP_001136082"
"MATR3"	"matrin-3 isoform c"	"NM_001282278"	"NP_001269207"
"MTMR3"	"myotubularin-related protein 3 isoform b"	"NM_153051"	"NP_694691"
"CUL3"	"cullin-3 isoform 3"	"NM_001257198"	"NP_001244127"
"ARHGAP30"	"rho GTPase-activating protein 30 isoform 4"	"NM_001287602"	"NP_001274531"
"NOP9"	"nucleolar protein 9 isoform 2"	"NM_001286367"	"NP_001273296"
"FLYWCH1"	"FLYWCH-type zinc finger-containing protein 1 isoform b"	"NM_020912"	"NP_065963"
"KHNYN"	"protein KHNYN isoform 1"	"NM_001290257"	"NP_001277186"
"RAP1GAP"	"rap1 GTPase-activating protein 1 isoform c"	"NM_002885"	"NP_002876"
"EXOC7"	"exocyst complex component 7 isoform 5"	"NM_001145298"	"NP_001138770"
"CD274"	"programmed cell death 1 ligand 1 isoform b precursor"	"NM_001267706"	"NP_001254635"
"CD274"	"programmed cell death 1 ligand 1 isoform a precursor"	"NM_014143"	"NP_054862"
"MINOS1"	""	"NR_033757"	""
"USP10"	""	"NR_073577"	""
"MINOS1"	""	"NR_033758"	""
"SMARCAD1"	""	"NR_045644"	""
"USP10"	""	"NR_073578"	""
"EPHB2"	"ephrin type-B receptor 2 isoform 1 precursor"	"NM_017449"	"NP_059145"
"MYO1D"	"unconventional myosin-Id isoform 1"	"NM_015194"	"NP_056009"
"MYEF2"	"myelin expression factor 2 isoform a"	"NM_016132"	"NP_057216"
"MESDC2"	"LDLR chaperone MESD precursor"	"NM_015154"	"NP_055969"
"SUPT3H"	"transcription initiation protein SPT3 homolog isoform 3"	"NM_001261823"	"NP_001248752"
"MYO1D"	"unconventional myosin-Id isoform 2"	"NM_001303279"	"NP_001290208"
"BAHD1"	"bromo adjacent homology domain-containing 1 protein isoform a"	"NM_014952"	"NP_055767"
"EPHB2"	"ephrin type-B receptor 2 isoform 4 precursor"	"NM_001309193"	"NP_001296122"
"SETD1A"	"histone-lysine N-methyltransferase SETD1A"	"NM_014712"	"NP_055527"
